track,artist,popularity,lyrics
Kartonyono Medot Janji,Denny Caknan,39,"Kok kebangeten men
Sambat belas raono perhatian
Jelas kubutuh atimu
Kubutuh awakmu
Kok kebangeten men
Loro ati iki
Tambarno karo tak nggo latihan
Sok nek wes oleh gantimu
Wes ra kajok aku
Mergo wes tau, wes tau jeru
Mbien aku jek betah
Suwe suwe wegah
Nuruti kekarepanmu
Sansoyo bubrah
Mbiyen wes tak wanti-wanti
Ojo ngasi lali
Tapi kenyataanya pergi
Kartonyono ning Ngawi medot janjimu
Ambruk cagak ku nuruti angen angenmu
Sak kabehane wes tak turuti
Tapi malah mblenjani
Budalo malah tak duduhi dalane
Metu kono belok kiri lurus wae
Rasa nyawang sepionmu sing marai ati
Tambah mbebani
Mbien aku jek betah
Suwe suwe wegah
Nuruti kekarepanmu
Sansoyo bubrah
Mbiyen wes tak wanti-wanti
Ojo sampe lali
Tapi kenyataanya pergi
Kartonyono ning Ngawi medot janjimu
Ambruk cagak ku nuruti angen angenmu
Sak kabehane wes tak turuti
Tapi malah mblenjani
Budalo malah tak duduhi dalane
Metu kono belok kiri lurus wae
Rasa nyawang sepionmu sing marai ati
Tambah mbebani
https://www.newshub.id/interactive2/2895"
Los Dol,Denny Caknan,10,"Los dol ndang lanjut leh mu Whatsapp an
Cek paket datane, yen entek tak tukokne
Tenan dik elingo yen mantan nakokno
Kabarmu tandane..
Iku ora rindu
Nanging kangen kringet bareng awakmu
Tak gawe los dol blas aku ra rewel
Nyanding sliramu sing angel disetel
Tutuk-tutukno chatingan karo wong liyo
Rapopo, aku ra gelo
Kok tutup-tutupi, nomere mbok ganti
Firasat ati angel diapusi
Senajan mbok ganti tukang las, bakul sayur lan tukang gas
Titeni, bakale ngerti
(Reff)
Los dol ndang lanjut leh mu Whatsapp an
Cek paket datane, yen entek tak tukokne
Tenan dik elingo yen mantan nakokno
Kabarmu tandane
Iku ora rindu
Nanging kangen kringet bareng awakmu
Kok tutup-tutupi, nomere mbok ganti
Firasat ati angel diapusi
Senajan mbok ganti tukang las, bakul sayur lan tukang gas
Titeni, bakale ngerti
Los dol ndang lanjut leh mu Whatsapp an
Cek paket datane, yen entek tak tukokne
Tenan dik elingo yen mantan nakokno
Kabarmu tandane
Iku ora rindu
Nanging kangen kringet bareng awakmu
https://www.newshub.id/interactive2/2895"
Menawan,Adrian Khalif,46,"Setelah lewati semua yang terjadi
Menagapa kau masih berbesar hati
sifatku salahku perkataan dan tingkah laku
mengapa kau masih di sampingku?
apa layak ku genggam
sehabis semalam?
Tanpa perlu alasan,
aku kau maafkan
dari tadi kupandang
masih tak kutemukan
apa ada yang lebih menawan?
dari bintang di awan sampai laut terdalam
tiada ada yang mengagumkan
tak beranjak lari tinggalakan ku
di saat semuanya pergi
dari tadi kupandang
yakin tak kutemukan
hati yang lebih menawan
sifatku salahku perkataan dan tingkah laku
mengapa kau masih di sampingku
apa layak ku genggam
sehabis semalam?
Tanpa perlu dengar alasan,
aku kau maafkan
Dari tadi kupandang
masih tak kutemukan
apa ada yang lebih menawan?
Dari bintang di awan sampai laut terdalam
tiada ada yang mengagumkan
tak beranjak lari tinggalakan ku
di saat semuanya pergi
Dari tadi kupandang
yakin tak kutemukan
hati yang lebih menawan
Tak mudah tuk mengerti
Tak mudah menahan hati
Tapi kau malah memilih di sini dan tepati janji
dari tadi kupandang
masih tak kutemukan
apa ada yang lebih menawan?
dari bintang di awan sampai laut terdalam
tiada ada yang mengagumkan
tak beranjak lari tinggalakan ku
di saat semuanya pergi
dari tadi kupandang
yakin tak kutemukan
Manusia paling ku sayang"
Sini,Adrian Khalif,36,"Tangis malam tadi
Masih belum kering di pipi
Di sini
Langit terang lagi
Jarum jam berputar tak mungkin ke kiri
Bagaimana nanti?
Baru sebentar ku sudah begini
Bagaimana ku lanjutkan hari?
Bila tak ada dirimu...
Kata siapa...
Cinta bisa... tak harus selalu miliki
Buktinya ku tak berfungsi...
Bila ada... saatnya kau sendiri
Kau ingatku lagi aku di sini
Semua salah telah terjadi
Hatimu terlanjur tersakiti
Dan maafku tak berarti
Lain kali ku berjanji
Tak sia siakan ini
Apa masih ada?
Kemungkinan kita
Semoga marahmu sementara
Lalu bagaimana nanti?
Baru sebentar ku sudah begini
Bagaimana ku lanjutkan hari?
Bila tak ada dirimu...
Kata siapa...
Cinta bisa... tak harus selalu miliki
Buktinya ku tak berfungsi...
Bila ada... saatnya kau sendiri
Kau ingatku lagi
Aku di sini
Ku siap berlari tinggal kau panggil namaku
Selarut apa pun ku akan datang ke situ
Kesempatan takkan kulewatkan
Sendiri tak apa, daripada tanpanya...
Kata siapa...
Cinta bisa... tak harus selalu miliki
Buktinya ku tak berfungsi...
Bila ada... saatnya kau sendiri
Kau ingatku lagi
Sini kembali..."
NGANGGUR,Masdddho,57,"Pancene mung pengangguran
Durung ono penghasilan
Isuk turu, sore ngopi, wengine dolan
Sementara durung kerjo
Durung wani nyanding tresno
Wedine yen dipaido morotuo
Terus arep nganti kapan
Aku urip dewean
Umume menungso urip sesandingan
Gusti
Lewat tembangku iki
Dedungo mugo oleh seng gemati
Janji
Janji bakal tak tresnani
Tak jogo selawase tekane mati
Pancene mung pengangguran
Durung ono penghasilan
Isuk turu, sore ngopi, wengine dolan
Sementara durung kerjo
Durung wani nyanding tresno
Wedine yen dipaido morotuo
Terus arep nganti kapan
Aku urip dewean
Umume menungso urip sesandingan
Gusti
Lewat tembangku iki
Dedungo mugo oleh seng gemati
Janji
Janji bakal tak tresnani
Tak jogo selawase tekane mati
Gusti
Lewat tembangku iki
Dedungo mugo oleh seng gemati
Janji
Janji bakal tak tresnani
Tak jogo selawase tekane mati"
Segala-galanya,Juicy Luicy,56,"Layak tato di tangan kiri
Baju lengan panjang buat tutupi
Sampai kapan mau sembunyi
Dari ibu yang pasti patah hati
Salah yang terus kuulangi
Kunci dalam hati terlipat rapi
Tapi kamu baik sekali
Ingin jujur tapi nanti kau pergi
Terus terang tak mudah
Tak bilang kubersalah
Ku lakukan tuk menjaga perasaan
Biarkan kau dalam gelap
Apa yang tak kau tahu tak mungkin menyakitimu
Takut nanti kau tak siap
Kecewa dari diriku yang engkau anggap istimewa
Tak semuanya bisa ku bagi
Ada yang mending hanya untukku sendiri
Hidup kan aku yang jalani
Tak semua orang bisa mengerti
Terus terang tak mudah
Tak bilang ku bersalah
Ku lakukan tuk menjaga perasaan
Biarkan kau dalam gelap
Apa yang tak kau tahu tak mungkin menyakitimu
Takut nanti kau tak siap
Kecewa dari diriku yang engkau anggap istimewa
Apa kau marah
Apa tak masalah
Bila kau mengetahuinya
Biasa saja atau beda
Apa malah malapetaka
Oh-wo-wo-wo
Biarkan kau dalam gelap
Apa yang tak kau tahu tak mungkin menyakitimu
Takut nanti kau tak siap
Kecewa dari diriku yang kau anggap istimewa
Kau anggap segala-galanya"
Nada Nada Cinta,Rossa,56,"Masih terasa getar hati
Saat engkau ungkapkan
Segala yang terpendam
Dan kau bisikkan
Nada cinta
Semakin indah dunia
Membuka mata hati
Getar-getar cinta
Semakin dalam kurasa
Bagai sebuah simponi dalam jiwa
Dulu ku ragu mengakui rasa cinta
Terpendam semua jadi nyata
Saat kau bisikkan
Nada cinta
Semakin indah dunia
Membuka mata hati
Getar-getar cinta
Semakin dalam kurasa
Bagai sebuah simponi yang ku damba
Aku bersyukur
Karena dirimu kekasih yang baik hati
Selalu menjaga kejujuranmu
Semoga abadi tali cinta kita
Nada-nada cinta
Semakin indah dunia
Membuka mata hati
Getar-getar cinta
Semakin dalam kurasa
Bagai sebuah simponi dalamm jiwa
Bagai sebuah simponi dalam jiwa
Yang kudamba"
Basarah Ka Garih Tangan,Fauzana,33,"Dek ulah nila nan satitiak
kini rusak susu sabulango
buruak buang elok diambiak
itu pasan rang tuo-tuo
buruak buang elok di ambiak
itu pasan rang tuo-tuo
dek ulah hujan nan sahari
kini hilang paneh nan ba tahun
salah denai bacari-cari
cando badan paguno balun
salah denai bacari -cari
cando badan paguno balun
""REFF""
bukannyo tuan manantukan
baiak jo buruak hiduik denai ko
basarah ka garih tangan
mangko hiduik elok tasuo
samantang sadang bataji
nan baktuah lakek di badan
usah lah mamanggak diri
nan razaki tuhan nan manantukan
nan razaki tuhan nan manantukan
""REFF""
dek ulah hujan nan sahari
kini hilang paneh nan ba tahun
salah denai bacari-cari
cando badan paguno balun
salah denai bacari -cari
cando badan paguno balun
(Back to reff)
(arm)"
Tanggung Jawab,Juicy Luicy,55,"Lagu ini menceritakan bagaimana perasaan seseorang yang ditinggalkan secara sepihak oleh pasangannya tanpa ada kabar. Lagu ini dinilai relate dengan orang-orang yang pernah di ghosting. Yuk intip liriknya di bawah ini!
Siapa dia, tersenyum di belakang?
Kekasihmukah atau sekedar teman?
Apakah ini alasan kau menghilang?
Sudah bahagia, lalu ku kau tinggalkan
Masih ingatkah saat kau menangis dan mengaduh?
Sudah lupakah saat kau berkata, ""Hanya ada aku""?
Sudah ku jatuh cinta
Kau pergi senikmatnya
Tanggung jawabmu mana?
Tega atau tak peka?
Sempat di atas angin
Kini kau bilang tak mungkin
Kau buat kesedihanku semakin
Apakah ini alasan kau menghilang?
Sudah bahagia, lalu ku kau tinggalkan
Masih ingatkah saat kau menangis dan mengaduh?
Sudah lupakah saat kau berkata, ""Hanya ada aku""?
Sudah ku jatuh cinta
Kau pergi senikmatnya
Tanggung jawabmu mana?
Tega atau tak peka?
Sempat di atas angin
Kini kau bilang tak mungkin (tak mungkin)
Kau buat kesedihanku semakin
Mana hatimu? Di mana? (Tanggung jawabmu mana?)
Di, tanggung jawabmu mana?
sudah ku
(Kau pergi senikmatnya) kau pergi senikmatnya
(Tanggung jawabmu mana?)
(Tega atau tak peka?)
Oh, sudah ku jatuh cinta
Kau pergi senikmatnya
(Tanggung jawabmu mana?) Uh, tanggung jawabmu mana?
Tega atau tak peka?
Sempat di atas angin (sempat di atas angin)
Kini kau bilang tak mungkin (tak mungkin)
Kau buat kesedihanku semakin"
Aduh,MALIQ & D'Essentials,55,"Detak jantungku berdegup tenang
Aliran darah mengalir kencang
Isi pikiran halu melayang
Harummu bikin mabuk kepayang
Dari sini akal sehat hilang
Ingin terbang takut ketinggian
Ingin dekat aduh menyenangkan
Perasaan hati ingin bilang
Surga itu kamu
Surga itu kamu
Surga itu kamu
Surga itu kamu
Duniawi juga kamu
Sumpah mati yang kumau
Cuma sama kamu
Surga itu kamu
Duniaku penuh kamu
Kita bikin mesra
Sampai tubuh panas hati dingin
Aduh
Bilang-bilang kalau nanti kangen
Diam-diam aku pasti kangen
Mau bilang takut tambah kangen
Makin hari makin ingin bilang
Surga itu kamu
Surga itu kamu
Surga itu kamu
Surga itu kamu
Surga itu kamu
Ohh kamu
Surga itu kamu
Duniawi juga kamu
Sumpah mati yang kumau
Cuma sama kamu
Surga itu kamu
Duniaku penuh kamu
Kita bikin mesra
Sampai tubuh panas hati dingin
Aduh
Surga itu kamu
Surga itu kamu
Surga itu kamu
Surga itu kamu
Duniawi juga kamu
Sumpah mati yang kumau
Cuma sama kamu
Surga itu kamu
Duniaku penuh kamu
Kita bikin mesra
Sampai tubuh panas hati dingin
Aduh
Aduh
Aduh"
Giliranku,Juicy Luicy,54,"Sudah sering ku dapat bunga
Di akhir acara yang di lempar mereka
Tapi tak juga ada pertanda
Teman-teman sudah pada berdua semua
Bilang tak apa
Sendiri saja
Padahal ku tersiksa
Aku ragu kau tahu yang ada di dalam hatiku
Kau tak tahu sepinya di tengah malamku
Bertanya kapan giliranku?
Di rumah saja malam Minggu
Akankah akan datang hari itu?
Tapi masih ku begini saja
Teman-teman sepertinya bahagia semua
Peluk yang hangat
Apa rasanya?
Tak tahu bagaimana (bagaimana)
Aku ragu kau tahu yang ada di dalam hatiku
Kau tak tahu sepinya di tengah malamku
Bertanya kapan giliranku?
Di rumah saja malam Minggu
Akankah akan datang hari itu?
Aku ragu kau tahu yang ada di dalam hatiku
Kau tak tahu sepinya di tengah malamku
Bertanya kapan giliranku?
Di rumah saja malam Minggu
Akankah akan datang harinya?
Ada orang yang rindu
Marah kar'na cemburu
Bertengkar terus sepanjang minggu
Lalu kembali rindu
Tanpa tamu di malam Minggu
Di rumah saja dengan ibu
Sampai bosan, aku lelah menunggu
Sampai kapan sampainya giliranku?"
Tunggu Apa Lagi,Lalahuta,54,"Mau tahu apa yang ada di mimpimu
Sudahkah terisi cerita yang kamu tunggu
Jika kamu ingin aku di sana
Aku mau
jangan kau bohongi hatimu
jelas kau ingin aku
percuma punya wajah yang merdu
bila dia tak mampu melukiskan senyummu
izinkan ku isi harimu
usir mendung kelabu
percuma punya tampang yang syahdu
bila dia tak mampu melukiskan senyummu
oh tunggu apalagi sayang
tinggalkanlah dirinya
kan ku buat hari-harimu bahagia
oh tunggu apalagi sayang
ku lebih baik darinya
tak akan ada lagi tangis air mata
buang apa kau buang waktu
dalam kisah yang semua
izinkanlah ku cumbu hatimu
dan merangkai cinta ooh
oh tunggu apalagi sayang, tinggalkanlah dirinya
kan ku buat hari-harimu bahagia
lalu tunggu apalagi sayang, ku lebih baik darinya
tak akan ada lagi tangis air mata
bukakanlah pintu hatimu, dara
izinkanlah ku ketuk asmara
kan ku ubah sedihmu jadi bahagia ooh
oh tunggu apalagi sayang, tinggalkanlah dirinya
kan ku buat hari-harimu penuh bahagia
tunggu apalagi sayang, ku lebih baik darinya
tak akan ada lagi tangis air mata
ku sadari sayang kau lebih baik darinya
tak akan ada lagi tangis air mata
kan ku buat harimu bahagia hari-harimu bahagia
kan ku buat harimu bahagia"
Nikmati Perjalanannya,Chintya Gabriella,55,"Chintya Gabriella baru saja merilis lagu terbarunya yang berjudul NIKMATI PERJALANANNYA pada 19 Maret 2024 di Youtube pribadinya. Lagu tersebut memberikan pesan kepada kita agar menikmati perjalanan dalam setiap prosesnya walaupun telah jatuh bangun berkali-kali. Yuk simak lirik lagunya!
Bangun tidur langsung doa
Malamnya nangis lagi?
Ekspektasi yang berlebih
Buatmu sakit lagi
Belajar berserah mungkin memang belum jalannya
Apa pun yang kau cinta
Dan segala usaha
Pasti nanti kan berbunga
Disaat sudah waktunya
Bukan untuk menang kalah
Tapi tentang bagaimana
Kau bangkit berkali kalinya
Sebesar apapun hasilnya
Nikmati perjalanannya
Sudah 7 kali jatuh
8 kali bangun
Kau alami kau jalani
Walaupun sakit lagi?
Belajar berserah mungkin memang belum jalannya
Namun ku slalu berdoa
Apapun yang kau cinta
Dan segala usaha
Pasti nanti kan berbunga
Disaat sudah waktunya
Bukan untuk menang kalah
Tapi tentang bagaimana
Kau bangkit berkali kalinya
Sebesar apapun hasilnya
Nikmati perjalanannya
Nikmati perjalanannya"
Dendam,Last Child,51,"Slamat malam wahai kau sahabatku
Yang tlah pergi tinggalkan pedih di hati
Masihkah kau ingat ulah kita dulu
Tangis dan tawa terbawa dalam mimpi
Takkan ku lupakan dirimu teman lamaku
Sosok sahabat yang kini begitu amat kubenci
Satu yang tak akan pernah aku lupa
Di kelamnya malam pertengkaran kita
Ku slalu berharap kau akan datang padaku
Hapus dendam tuk akhiri pertengkaran kita
Bila suatu saat nanti, semua ini kan terjadi
menangis haruku di pelukmu
Ku akui ku slalu iri padamu
Ingin ku miliki apa yang kau punya
Tetapi mengapa setelah ku dapatkan
Hanya kehampaan yang hinggap di hati?
Telah ku berikan apa yang ku punya
Dengan harapan kita saling berbagi
Tetapi mengapa setelah ku berikan
Hatiku menyesal dan berujung DENDAM..
Ku slalu berharap kau akan datang padaku
Hapus dendam tuk akhiri pertengkaran kita
Bila suatu saat nanti, semua ini kan terjadi
menangis haruku di pelukmu"
Akhire Bali,Lavora,51,"Dalane iki
Marake kangen kowe
Kelingan awakdewe
Bebarengan ono ning kene
Opo iki
Tandane dikon bali
Dadi siji koyo wingi
Bebarengan baleni cerito wingi
Aku ora iso lali marang sliramu sing tau ngancani
Pengenku iso baleni
Tak tunggu nganti sliramu bali
Yen takdire bali besuk bakal bali
Pandongaku siji mugo iso baleni
Salahmu kabeh uwes tak ngapurani
Seko Rasah Bali mengko Akhire Bali"
Kepada Hati,Cakra Khan,51,"Cakra Khan kembali merilis single terbaru setelah sebelumnya sempat jarang terlihat. Lagu KEPADA HATI dapat mewakili perasaan banyak orang yang sedang mengalami kecewa dalam cinta atau hubungan. Jangan berlarut karena kelak akan mendapatkan yang jauh lebih cocok. Yuk intip liriknya di bawah ini!
Ku berhenti di batas ini
Antara cinta dan mimpi bersamamu
Aku sadari kini, bahwa memang hatimu
Bukan untukku
Ku kembali kepada sunyi
Kuikhlaskan semua pada takdir
Tuhan pasti tahu yang terbaik untukku
Tenanglah hatiku
Tegarlah diri walaupun perih
Berjalanlah lagi sejauh mungkin
Hingga suatu hari nanti pasti bertemu
Dengan hati yang tak menyakiti
Kugenggam hati dan sakit ini
Memang suratan, tak bisa ku memaksa
Tuhan pasti tahu yang terbaik untukku
Tenanglah hati
Tegarlah diri walaupun perih
Berjalanlah lagi sejauh mungkin
Hingga suatu hari nanti pasti bertemu
Dengan hati yang tak menyakiti
Oh-uh-oh-oh-oh
Tegarlah diri walaupun perih
Berjalanlah lagi sejauh mungkin
Hingga suatu hari nanti pasti bertemu
Dengan hati yang tak menyakiti
Kepada hati, aku katakan
Jangan jatuh lagi ke hati yang salah
Hingga suatu hari nanti pasti bertemu
Dengan hati yang tak menyakiti
Dengan hati yang tak menyakiti
Hm-mm"
Masa Mudaku Habis,Ghea Indrawari,51,"Duduk dipangku di kala senja
Dinyanyikan dan dibuai manja
Telah berlalu
Masa kecilku habis
Menanti orang yang kudambakan
Hatiku berdebar tak karuan
Telah berlalu
Masa mudaku habis
Kemana perginya
Masa-masa yang indah
Mengapa waktu
Begitu cepat berlalu
Kini yang tersisa
Aku yang harus bisa
Menjalani
Pahit manis hidup ini
Yakini hari esok kan indah
Nyatanya tak satupun yang mudah
Apa jadinya masa depanku
Kemana perginya
Masa-masa yang indah
Mengapa waktu
Begitu cepat berlalu
Kini yang tersisa
Aku yang harus bisa
Menjalani
Pahit manis hidup ini
Jadi dewasa kukira menyenangkan
Tapi ternyata sulit dan melelahkan
Jika waktu bisa kuputar kembali
Kan kunikmati setiap detik
Kemana perginya
Masa-masa yang indah
Mengapa waktu
Begitu cepat berlalu
Kini yang tersisa
Aku yang harus bisa
Menjalani
Pahit manis hidup ini
Kan ku jalani
Hari ini sebaik mungkin"
SENENG,Gildcoustic,50,"GildCoustic baru saja merilis single terbarunya yang berjudul SENENG pada 31 Mei 2024. Single tersebut merupakan single ke-tujuh GildCoustic. Yuk intip lirik lagunya berikut ini!
Seneng
Seneng e atiku
Gandeng karo sliramu
Iso gawe nyaman, perhatian, bungah tenan.
Lucu ne tingkahmu
Gawe aku ngguyu,
Seneng ati iki, ono kowe sing gelem ngancani..
Sak bendino kelingan esem mu,
Ra iso ilang soko pikiranku.
Reff:
Tresno ku neng kowe, poll kae
Ra ono sing iso misah ake
Sayangku neng kowe. Poll kae
Cukup kowe sing tak perjuangke, ra ono liyane
Chorus:
Susahmu yo susahku
Seneng mu senengku
Kowe pepujan ati
Sak lawase dadi siji
Reff:
Tresno ku neng kowe, poll kae
Ra ono sing iso misah ake
Sayangku neng kowe. Poll kae
Cukup kowe sing tak perjuangke, ra ono liyane
Tresno ku neng kowe, poll kae
Ra ono sing iso misah ake
Sayangku neng kowe. Poll kae
Cukup kowe sing tak perjuangke, ra ono liyane"
Mula Macenning Cappa' Makessing,Abi Rafdi,49,"Rimula engkaki utuju mata
Mammula Toni cinnaku rialeta
Utiro deceng pole rimabelae
Urampe tokki ripannawa nawa
Teppaja usenge' riesso wenni
Cenning cawamu tabbajo rioloku
Teppani uddani rilaleng atikku
Rekko de witaki lalenna siessoe
Namuni kareba deceng ta
Sau Toni nyawaku
Mula macenning pada cani'e
Cappa' makessing pada ulengnge
Na mammuare' tosiallampereng sunge'
To siamaseang
Atikku tabbuluni mappoji
Kanja' maja ilulu' manengni
Tekku wissengngi pasiaseng manengni
Deceng napeddi pada pada Toni
To ma Bismillah bawanna rimulanna
Tennapodo Alhamdulillah cappa'na
Teppaja usenge' riesso wenni
Cenning cawamu tabbajo rioloku
Teppani uddani rilaleng atikku
Rekko de witaki lalenna siessoe
Namuni kareba deceng ta
Sau Toni nyawaku
Mula macenning pada cani'e
Cappa' makessing pada ulengnge
Na mammuare' tosiallampereng sunge'
To siamaseang
Atikku tabbuluni mappoji
Kanja' maja ilulu' manengni
Tekku wissengngi pasiaseng manengni
Deceng napeddi pada pada Toni
To ma Bismillah bawanna rimulanna
Tennapodo Alhamdulillah cappa'na"
Bahagia Tanpaku,Keisya Levronka,49,"Ku sadar banyaknya jiwa telah ku tunggu
Tapi mengapa hanya kau yang buat diriku nyaman
Ku lalui banyak kisah yang tak selalu indah
Tapi mengapa karena kau hadir ku lupa segalanya
Apa boleh ku meminta cinta tuk selamanya
Tak bisa karena ku hanya salah satunya
Tak ada guna nya hadir ku disini
Sebesar apapun cinta hatimu tetap sulit aku miliki
Semua percuma bila ku memohon
Dirimu cintai aku
Karena kau lebih bahagia tanpaku
Ku takut kehilangan mu
Meski harusnya
Tak kan bertambah
Besarnya cinta terlalu sakit ku terima
Tak ada gunanya hadirku disini
Sebesar apapun cinta hatimu tetap sulit aku miliki
Semua percuma bila ku memohon dirimu cintai aku
Karena kau lebih bahagia tanpaku
Ku kan slalu ada bila kau membutuhkanku"
TENANAN,Masdddho,48,"Winginane nggo dolanan
Rasane wes kapok tenan
Njur saiki
Mpun wancine seng tenanan
Wes kesel ngomongke cidro
Kroso mangkel saben dino
Dilarani diphp wes kulino
Tangi isuk adus resik
Neruske tumindhak seng bechik
Tumbas cincin raketang sak gram
Nggo naleni pas lamaran
Mung pengen koe ngerti
Koe seng paleng tak tresnani
Tak sayang sayang
Nganti tekane mati
Tak jogo tenanan
Ora mung dolanan
Tak kuat kuatke
Supoyo biso bebrayan"
