track,artist,popularity,lyrics,sentiment,lyrics_clean
Bayangkan Jika Kita Tidak Menyerah,Hindia,64,"Pernah kau bayangkan jika kita menikah?
Selucu apa anak-anak karena Ibunya manis sekali
Pernah kau bayangkan jika Abang dan Madu hidup selamanya?
Menungguku pulang di tur ke-lima puluh nanti
Bayangkan jika kita tidak menyerah
Tantangan apapun dari Ayah atau dunia
Kita hadapi, kita lewati, kita ikuti, kita nikmati
Pemanasan global dan perbedaan agama
Kita hadapi, kita lewati
Bayangkan jika kita tidak menyerah
Bayangkan jika kita tidak menyerah
Pernah kau bayangkan langit Jakarta cerah?
Saat kau mendarat pulang pandanganmu tak tertutup polusi
Pernah kau bayangkan percaya dengan yang ada di istana?
Karena yang kita taruh di sana akhirnya memiliki hati
Pernah kau bayangkan tak takut melihat berita?
Tak takut jadi dirimu yang seada-adanya?
Tak takut punya mimpi yang lumayan agak gila?
Berat tapi besok ada di tangan kita
Bayangkan jika kita tidak menyerah
Tantangan apapun dari Ayah atau dunia
Kita hadapi, kita lewati, kita ikuti, kita nikmati
Pemanasan global dan perbedaan agama
Kita hadapi, kita lewati
Bayangkan jika kita tidak menyerah
Bayangkan jika kita tidak menyerah
Aku tahu kuhabiskan rekaman ini banyak mengeluh
Di penghujung album ini satu kesempatan kupakai untuk
Tersenyum, tertawa, berkhayal maka
Bayangkan jika kita tidak menyerah
Tantangan apapun dari Ayah atau dunia
Kita hadapi, kita lewati, kita ikuti, kita nikmati
Pemanasan global dan perbedaan agama
Kita hadapi, kita lewati
Bayangkan jika kita tidak menyerah
Bayangkan jika kita tidak menyerah
Bayangkan jika kita tidak menyerah
Tantangan apapun
Dari Ayah, dari Bunda, dari dunia, dari mana, maju semua
Bayangkan jika kita tidak menyerah
Bayangkan jika kita tidak menyerah",sangat populer,pernah kau bayangkan jika kita menikah selucu apa anakanak karena ibunya manis sekali pernah kau bayangkan jika abang dan madu hidup selamanya menungguku pulang di tur kelima puluh nanti bayangkan jika kita tidak menyerah tantangan apapun dari ayah atau dunia kita hadapi kita lewati kita ikuti kita nikmati pemanasan global dan perbedaan agama kita hadapi kita lewati bayangkan jika kita tidak menyerah bayangkan jika kita tidak menyerah pernah kau bayangkan langit jakarta cerah saat kau mendarat pulang pandanganmu tak tertutup polusi pernah kau bayangkan percaya dengan yang ada di istana karena yang kita taruh di sana akhirnya memiliki hati pernah kau bayangkan tak takut melihat berita tak takut jadi dirimu yang seadaadanya tak takut punya mimpi yang lumayan agak gila berat tapi besok ada di tangan kita bayangkan jika kita tidak menyerah tantangan apapun dari ayah atau dunia kita hadapi kita lewati kita ikuti kita nikmati pemanasan global dan perbedaan agama kita hadapi kita lewati bayangkan jika kita tidak menyerah bayangkan jika kita tidak menyerah aku tahu kuhabiskan rekaman ini banyak mengeluh di penghujung album ini satu kesempatan kupakai untuk tersenyum tertawa berkhayal maka bayangkan jika kita tidak menyerah tantangan apapun dari ayah atau dunia kita hadapi kita lewati kita ikuti kita nikmati pemanasan global dan perbedaan agama kita hadapi kita lewati bayangkan jika kita tidak menyerah bayangkan jika kita tidak menyerah bayangkan jika kita tidak menyerah tantangan apapun dari ayah dari bunda dari dunia dari mana maju semua bayangkan jika kita tidak menyerah bayangkan jika kita tidak menyerah
Mahiye Jinna Sohna,Darshan Raval,67,"Kya Bataun Main Tujhey
Tu Hai Jo Mila Mujhey
Ho Gayi Hai
Rabb Di Aamadaan
Itne Naseeb Se
Dekha Hai Kareeb Se
Noor Diyaan Hoyiaan Baarishaan
Ho Sajke Jo Aaye Tu
Akhiyon Ke Saamne
Nazraan Lagein Na Meriaan
Mere Mahiye Jinna Sohna
Na Koi Hoya Na Koi Hona
Je Main Pittal Te Tu Sona Bakhudaa
Mere Mahiye Jinna Sohna
Na Koi Hoya Na Koi Hona
Je Main Pittal Te Tu Sona Bakhudaa
Tera Milna Hi Meri
Chaand Raat Hogi
Ishq Wale Raaston Mein
Apni Baat Hogi
Ambar Mein Taaro Ki
Baarat Hogi
Dhoondegi Yeh Duniya Par Tu
Mere Saath Hogi
Baaki Saare Saal Ve
Rehna Tere Naal Ve
Khwahishaan Ve Channa Meriaan
Mere Mahiye Jinna Sohna
Na Koi Hoya Na Koi Hona
Je Main Pittal Te Tu Sona Bakhudaa
Mere Mahiye Jinna Sohna
Na Koi Hoya Na Koi Hona
Je Main Pittal Te Tu Sona Bakhudaa
Mere Mahiye Jinna Sohna
Na Koi Hoya Na Koi Hona
Je Main Pittal Te Tu Sona Bakhudaa
Mere Mahiye Jinna Sohna
Na Koi Hoya Na Koi Hona
Je Main Pittal Te Tu Sona Bakhudaa",sangat populer,kya bataun main tujhey tu hai jo mila mujhey ho gayi hai rabb di aamadaan itne naseeb se dekha hai kareeb se noor diyaan hoyiaan baarishaan ho sajke jo aaye tu akhiyon ke saamne nazraan lagein na meriaan mere mahiye jinna sohna na koi hoya na koi hona je main pittal te tu sona bakhudaa mere mahiye jinna sohna na koi hoya na koi hona je main pittal te tu sona bakhudaa tera milna hi meri chaand raat hogi ishq wale raaston mein apni baat hogi ambar mein taaro ki baarat hogi dhoondegi yeh duniya par tu mere saath hogi baaki saare saal ve rehna tere naal ve khwahishaan ve channa meriaan mere mahiye jinna sohna na koi hoya na koi hona je main pittal te tu sona bakhudaa mere mahiye jinna sohna na koi hoya na koi hona je main pittal te tu sona bakhudaa mere mahiye jinna sohna na koi hoya na koi hona je main pittal te tu sona bakhudaa mere mahiye jinna sohna na koi hoya na koi hona je main pittal te tu sona bakhudaa
With You,AP Dhillon,70,"Teriyan adavaan
Teriyan adavaan munda maar sutteya
Tu kahda dil lutteya, tu mainu chhadeya na kakh da
Tu mainu chhadeya na kakh da
Pehla si tu pyar, pehle pyar di pehli kahani
Badlaan vi kinjh hun, chahke vi na badli jani
Mann wich main si raja, tu kyun na meri bani ae rani
Khushiyan da main socheya, akhan wich kyun de gayi pani
Teriyan adavaan
Teriyan adavaan munda maar suteya
Tu kahda dil luteya, tu mainu chhadeya na kakh da
Tu mainu chhadeya na kakh da
Teriyan adavaan
Teriyan adavaan munda maar suteya
Tu kahda dil luteya, tu mainu chhadeya na kakh da
Tu mainu chhadeya na kakh da
Ik duje de call kaliyan ratan chann te taare
Pehlan si ji vaade hun ne sab mainu lagde laare
Ajj ghi gum nal pa la, vagde naino hanju khare
Fas gaye ishq de gede wich kahton na hun laban sahare
Teriyan adavan
Teriyan adavan munda mar suteya
Tu kahda dil luteya, tu mainu chhadeya na kakh da
Tu mainu chhadeya na kakh da
Teriyan adavan
Teriyan adavan munda mar suteya
Tu kahda dil luteya, tu mainu chhadeya na kakh da
Tu mainu chhadeya na kakh da",sangat populer,teriyan adavaan teriyan adavaan munda maar sutteya tu kahda dil lutteya tu mainu chhadeya na kakh da tu mainu chhadeya na kakh da pehla si tu pyar pehle pyar di pehli kahani badlaan vi kinjh hun chahke vi na badli jani mann wich main si raja tu kyun na meri bani ae rani khushiyan da main socheya akhan wich kyun de gayi pani teriyan adavaan teriyan adavaan munda maar suteya tu kahda dil luteya tu mainu chhadeya na kakh da tu mainu chhadeya na kakh da teriyan adavaan teriyan adavaan munda maar suteya tu kahda dil luteya tu mainu chhadeya na kakh da tu mainu chhadeya na kakh da ik duje de call kaliyan ratan chann te taare pehlan si ji vaade hun ne sab mainu lagde laare ajj ghi gum nal pa la vagde naino hanju khare fas gaye ishq de gede wich kahton na hun laban sahare teriyan adavan teriyan adavan munda mar suteya tu kahda dil luteya tu mainu chhadeya na kakh da tu mainu chhadeya na kakh da teriyan adavan teriyan adavan munda mar suteya tu kahda dil luteya tu mainu chhadeya na kakh da tu mainu chhadeya na kakh da
Serana,For Revenge,78,"Di setiap masa yang telah kulewati
Meluap bersama kisah tak terganti
Senja mulai membiru menunggu yang berlalu
Haru air mata menyela iringi rindunya
Jika ku merasa sepi
Kembalilah ke tempatku menanti
Sebelum waktu menuntut mati
Ha-a, o-oo
Ha-a, o-oo
Ha-aa. o-oo
Ha-a, o-oo
Beritahu aku cara melupakanmu
Seperti kau ajarkanku dewasa
Beritahu aku cara merelakanmu
Seperti kau ajarkanku bahagia
Biarkan ku menepi jika kau akan kembali
Dan yakinkan ku bahwa kau t'lah temukan yang kau cari
Izinkan ku membenci pada sang pengganti
Dan yakinkan ku bahwa kau t'lah temukan yang kau cari
Beritahu aku cara melupakanmu
Seperti kau ajarkanku dewasa
Beritahu aku cara merelakanmu
Seperti kau ajarkanku bahagia
Beritahu aku cara melupakanmu
Seperti kau ajarkanku dewasa
Beritahu aku cara merelakanmu
Seperti kau ajarkanku untuk selalu sempurna",sangat populer,di setiap masa yang telah kulewati meluap bersama kisah tak terganti senja mulai membiru menunggu yang berlalu haru air mata menyela iringi rindunya jika ku merasa sepi kembalilah ke tempatku menanti sebelum waktu menuntut mati haa ooo haa ooo haaa ooo haa ooo beritahu aku cara melupakanmu seperti kau ajarkanku dewasa beritahu aku cara merelakanmu seperti kau ajarkanku bahagia biarkan ku menepi jika kau akan kembali dan yakinkan ku bahwa kau tlah temukan yang kau cari izinkan ku membenci pada sang pengganti dan yakinkan ku bahwa kau tlah temukan yang kau cari beritahu aku cara melupakanmu seperti kau ajarkanku dewasa beritahu aku cara merelakanmu seperti kau ajarkanku bahagia beritahu aku cara melupakanmu seperti kau ajarkanku dewasa beritahu aku cara merelakanmu seperti kau ajarkanku untuk selalu sempurna
Apa Mungkin,Bernadya,77,"Arungi malam
Terjaga kala semua tlah terbenam
Berkaca bertanya
Apa ku buat salah
Kalau pun iya, apa?
Apakah sebesar itu hingga
Kau pergi tanpa aba-aba
Bahkan tanpa alasan
Hingga ku harus menerka-nerka
Salahku di mana
Apa mungkin caraku bicara
Apa mungkin caraku tertawa
Apa mungkin dengkurku saat tertidur lelap
Atau mungkin kamu yang tak lagi cinta
Sampai sekarang
Dariku belum ada yang berubah
Ku bisa salah
Maka itu jelaskanlah
Di mana letak yang tak kau suka
Apa mungkin caraku bicara
Apa mungkin caraku tertawa
Apa mungkin dengkurku saat tertidur lelap
Atau mungkin kamu yang tak lagi cinta
Dari dulu
Semua burukku
Kau terima
Katamu tiada yang mengganggu
Mengapa tiba-tiba
Jadi masalah
Sejak kapan semuanya berubah
Apa sejak kau lihatku marah
Apa karna leluconku itu-itu saja
Atau memang kamu yang tak lagi cinta
Apa mungkin caraku bicara
Apa mungkin caraku tertawa
Apa mungkin dengkurku saat tertidur lelap
Atau mungkin kamu yang tak
Atau mungkin kamu yang tak
Tak lagi cinta",sangat populer,arungi malam terjaga kala semua tlah terbenam berkaca bertanya apa ku buat salah kalau pun iya apa apakah sebesar itu hingga kau pergi tanpa abaaba bahkan tanpa alasan hingga ku harus menerkanerka salahku di mana apa mungkin caraku bicara apa mungkin caraku tertawa apa mungkin dengkurku saat tertidur lelap atau mungkin kamu yang tak lagi cinta sampai sekarang dariku belum ada yang berubah ku bisa salah maka itu jelaskanlah di mana letak yang tak kau suka apa mungkin caraku bicara apa mungkin caraku tertawa apa mungkin dengkurku saat tertidur lelap atau mungkin kamu yang tak lagi cinta dari dulu semua burukku kau terima katamu tiada yang mengganggu mengapa tibatiba jadi masalah sejak kapan semuanya berubah apa sejak kau lihatku marah apa karna leluconku ituitu saja atau memang kamu yang tak lagi cinta apa mungkin caraku bicara apa mungkin caraku tertawa apa mungkin dengkurku saat tertidur lelap atau mungkin kamu yang tak atau mungkin kamu yang tak tak lagi cinta
Nanti Kita Seperti Ini,Batas Senja,76,"Ini gambaran kita suatu hari nanti
Set'lah sekian lama kita jalani
Lewati masa-masa yang berarti
Kini, ku sudah yakin pada satu hati
Yang kurasa tepat untuk temani
Sekarang hingga aku tua nanti
Ingin punya rumah 'tuk tempat bermesra
Kau dipanggil ibu, sementara aku ayah
Bertukar cerita di ruang k'luarga
Bercengkerama dan menimang buah hati kita
Sederhana
Bahagia ini lengkap sudah
Sama-sama
Hingga nanti kita tutup mata
Ha-ah
Ha-ah
Ha-ah
Ingin punya rumah 'tuk tempat bermesra
Kau dipanggil ibu, sementara aku ayah
Bertukar cerita hingga lelap mata
Lalu datang pagi, kau memasak, ku bekerja
Sederhana
Bahagia ini lengkap sudah
Sama-sama
Hingga nanti ajal kita tiba
S'moga saja
Niat baik 'kan terwujud seg'ra
Asal kita
Percaya Dia Maha Segalanya
Jangan dulu lelah, yakin semua indah
Pejamkanlah mata, pada-Nya kita berserah",sangat populer,ini gambaran kita suatu hari nanti setlah sekian lama kita jalani lewati masamasa yang berarti kini ku sudah yakin pada satu hati yang kurasa tepat untuk temani sekarang hingga aku tua nanti ingin punya rumah tuk tempat bermesra kau dipanggil ibu sementara aku ayah bertukar cerita di ruang kluarga bercengkerama dan menimang buah hati kita sederhana bahagia ini lengkap sudah samasama hingga nanti kita tutup mata haah haah haah ingin punya rumah tuk tempat bermesra kau dipanggil ibu sementara aku ayah bertukar cerita hingga lelap mata lalu datang pagi kau memasak ku bekerja sederhana bahagia ini lengkap sudah samasama hingga nanti ajal kita tiba smoga saja niat baik kan terwujud segra asal kita percaya dia maha segalanya jangan dulu lelah yakin semua indah pejamkanlah mata padanya kita berserah
Komang,Raim Laode,75,"Dari kejauhan tergambar cerita tentang kita
Terpisah jarak dan waktu
Ingin kuungkapkan rinduku lewat kata indah
Tak cukup untuk dirimu
Sebab kau terlalu indah dari sekedar kata
Dunia berhenti sejenak menikmati indahmu
Dan apabila tak bersamamu
Ku pastikan kujalani dunia tak seindah kemarin
Sederhana tertawamu sudah cukup
Lengkapi sempurnanya hidup bersamamu
Jika hari kulalui tanpa hawamu
Percuma senyumku dengan dia
Dan apabila tak bersamamu
Ku pastikan kujalani dunia tak seindah kemarin
Sederhana tertawamu sudah cukup
Lengkapi sempurnanya hidup bersamamu
Apabila tak bersamamu
Ku pastikan kujalani dunia tak seindah kemarin
Sederhana tertawamu sudah cukup
Lengkapi sempurnanya
Hidup bersamamu
Sebab kau terlalu indah dari sekedar kata
Dunia berhenti sejenak menikmati indahmu",sangat populer,dari kejauhan tergambar cerita tentang kita terpisah jarak dan waktu ingin kuungkapkan rinduku lewat kata indah tak cukup untuk dirimu sebab kau terlalu indah dari sekedar kata dunia berhenti sejenak menikmati indahmu dan apabila tak bersamamu ku pastikan kujalani dunia tak seindah kemarin sederhana tertawamu sudah cukup lengkapi sempurnanya hidup bersamamu jika hari kulalui tanpa hawamu percuma senyumku dengan dia dan apabila tak bersamamu ku pastikan kujalani dunia tak seindah kemarin sederhana tertawamu sudah cukup lengkapi sempurnanya hidup bersamamu apabila tak bersamamu ku pastikan kujalani dunia tak seindah kemarin sederhana tertawamu sudah cukup lengkapi sempurnanya hidup bersamamu sebab kau terlalu indah dari sekedar kata dunia berhenti sejenak menikmati indahmu
Hati-Hati di Jalan,Tulus,74,"3 Maret 2022 lalu, Tulus merilis album keempatnya yang bertajuk MANUSIA. Dari 10 lagu yang terdapat pada album tersebut, ada 1 single yang sangat booming, yakni Hati-Hati di Jalan. Simak lirik lagunya di bawah ini..
Perjalanan membawamu
Bertemu denganku
Ku bertemu kamu
Sepertimu yang kucari
Konon aku juga seperti yang kau cari
Kukira kita asam dan garam
Dan kita bertemu di belanga
Kisah yang ternyata tak seindah itu
Kukira kita akan bersama
Begitu banyak yang sama
Latarmu dan latarku
Kukira takkan ada kendala
Kukira inikan mudah
Kau aku jadi kita
Kasih sayangmu membekas
Redam kini sudah pijar istimewa
Entah apa maksud dunia
Tentang ujung cerita
Kita tak bersama
Semoga rindu ini menghilang
Konon katanya waktu sembuhkan
Akan adakah lagi yang sepertimu
Kukira kita akan bersama
Begitu banyak yang sama
Latarmu dan latarku
Kukira takkan ada kendala
Kukira inikan mudah
Kau aku jadi kita
Kau melanjutkan perjalananmu
Ku melanjutkan perjalananku
Uh uh uh
Kukira kita akan bersama
Begitu banyak yang sama
Latarmu dan latarku
Kukira takkan ada kendala
Kukira inikan mudah
Kau aku jadi kita
Kukira kita akan bersama
Hati-hati di jalan",sangat populer,perjalanan membawamu bertemu denganku ku bertemu kamu sepertimu yang kucari konon aku juga seperti yang kau cari kukira kita asam dan garam dan kita bertemu di belanga kisah yang ternyata tak seindah itu kukira kita akan bersama begitu banyak yang sama latarmu dan latarku kukira takkan ada kendala kukira inikan mudah kau aku jadi kita kasih sayangmu membekas redam kini sudah pijar istimewa entah apa maksud dunia tentang ujung cerita kita tak bersama semoga rindu ini menghilang konon katanya waktu sembuhkan akan adakah lagi yang sepertimu kukira kita akan bersama begitu banyak yang sama latarmu dan latarku kukira takkan ada kendala kukira inikan mudah kau aku jadi kita kau melanjutkan perjalananmu ku melanjutkan perjalananku uh uh uh kukira kita akan bersama begitu banyak yang sama latarmu dan latarku kukira takkan ada kendala kukira inikan mudah kau aku jadi kita kukira kita akan bersama hatihati di jalan
terima kasih,Hal,73,"terkadang sendu tak selalu merakit luka
ia juga mengisyaratkan bahagia
seperti saat itu kala ku lihat dia
menggandeng tanganmu dengan penuh mesra
kepadamu dulu aku jatuh cinta
menanam asa bisa bersama sepanjang usia
saat itu engkau di tepian kota
aku masih sendiri kau sudah jadi miliknya
terima kasih atas segala rasa
pada hari itu pun aku turut bahagia
karena aku selalu tahu
menyukaimu bukan berarti selalu memilikimu
terima kasih atas segala rasa
pada hari itu pun aku turut bahagia
karena aku selalu tahu
menyukaimu bukan berarti selalu
terima kasih atas segala rasa
pada hari itu pun aku turut bahagia
karena aku selalu tahu
menyukaimu bukan berarti selalu memilikimu
yang terhebat dari waktu adalah karena
ia terus berputar secara sederhana
kita kembali bertemu di tepian kota
engkau sendiri lagi dan aku sudah berdua",sangat populer,terkadang sendu tak selalu merakit luka ia juga mengisyaratkan bahagia seperti saat itu kala ku lihat dia menggandeng tanganmu dengan penuh mesra kepadamu dulu aku jatuh cinta menanam asa bisa bersama sepanjang usia saat itu engkau di tepian kota aku masih sendiri kau sudah jadi miliknya terima kasih atas segala rasa pada hari itu pun aku turut bahagia karena aku selalu tahu menyukaimu bukan berarti selalu memilikimu terima kasih atas segala rasa pada hari itu pun aku turut bahagia karena aku selalu tahu menyukaimu bukan berarti selalu terima kasih atas segala rasa pada hari itu pun aku turut bahagia karena aku selalu tahu menyukaimu bukan berarti selalu memilikimu yang terhebat dari waktu adalah karena ia terus berputar secara sederhana kita kembali bertemu di tepian kota engkau sendiri lagi dan aku sudah berdua
Diri,Tulus,70,"Hari ini
Kau berdamai dengan dirimu sendiri
Kaumaafkan
Semua salahmu ampuni dirimu
Hari ini
Ajak lagi dirimu bicara mesra
Berjujurlah
Pada dirimu, kau bisa percaya
Maafkan semua yang lalu
Ampuni hati kecilmu
Luka, luka, hilanglah luka
Biar tent'ram yang berkuasa
Kau terlalu berharga untuk luka
Katakan pada dirimu
Semua baik-baik saja
Bisikkanlah
Terima kasih pada diri sendiri
Hebat dia
Terus menjagamu dan sayangimu
Suarakan
Bilang padanya, jangan paksakan apa pun
Suarakan
Ingatkan terus aku makna cukup
Luka, luka, hilanglah luka
Biar senyum jadi senjata
Kau terlalu berharga untuk luka
Katakan pada dirimu
Semua baik-baik saja
Bila lelah, menepilah
Hayati alur napasmu
Luka, luka, hilanglah luka
Biar tent'ram yang berkuasa
Kau terlalu berharga untuk luka
Katakan pada dirimu
Semua baik-baik saja
Luka, luka, hilanglah luka
Biar senyum jadi senjata
Kau terlalu berharga untuk luka
Katakan pada dirimu
Semua baik-baik saja
Semua baik-baik saja",sangat populer,hari ini kau berdamai dengan dirimu sendiri kaumaafkan semua salahmu ampuni dirimu hari ini ajak lagi dirimu bicara mesra berjujurlah pada dirimu kau bisa percaya maafkan semua yang lalu ampuni hati kecilmu luka luka hilanglah luka biar tentram yang berkuasa kau terlalu berharga untuk luka katakan pada dirimu semua baikbaik saja bisikkanlah terima kasih pada diri sendiri hebat dia terus menjagamu dan sayangimu suarakan bilang padanya jangan paksakan apa pun suarakan ingatkan terus aku makna cukup luka luka hilanglah luka biar senyum jadi senjata kau terlalu berharga untuk luka katakan pada dirimu semua baikbaik saja bila lelah menepilah hayati alur napasmu luka luka hilanglah luka biar tentram yang berkuasa kau terlalu berharga untuk luka katakan pada dirimu semua baikbaik saja luka luka hilanglah luka biar senyum jadi senjata kau terlalu berharga untuk luka katakan pada dirimu semua baikbaik saja semua baikbaik saja
